Handle,Title,Option1 Name,Option1 Value,Image Src,Image Alt Text,Body (HTML)
beauty-and-the-beast-vhs-rental-fantasy,Beauty and the Beast,Genre,Fantasy,https://image.tmdb.org/t/p/w1280/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,Beauty and the Beast poster,"<p>Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.</p>"
beverly-hills-chihuahua-dvd-rental-kids-family,Beverly Hills Chihuahua,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/2aRvqtLoE06hTjG93lASvO7r1as.jpg,Beverly Hills Chihuahua poster,"<p>A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.</p>"
beverly-hills-chihuahua,Beverly Hills Chihuahua,Genre,Kids & Family,,,"<p>A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.</p>"
big-trouble-vhs-rental-comedy,Big Trouble,Genre,Comedy,https://image.tmdb.org/t/p/w1280/h844gBztdYMLrroUen6qbsomrGx.jpg,Big Trouble poster,"<p>The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""</p>"
black-christmas,Black Christmas,Genre,Action,,,"<p>As the residents of the Pi Kappa Sigma sorority house prepare for the festive season, a stranger begins to harass them with a series of obscene phone calls.</p>"
boiler-room-vhs-rental-drama,Boiler Room,Genre,Drama,https://image.tmdb.org/t/p/w1280/jFB5uvCZ3HXF00liAEAuOruCPs6.jpg,Boiler Room poster,<p>A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.</p>
boogeyman-dvd-rental-horror,Boogeyman,Genre,Horror,https://image.tmdb.org/t/p/w1280/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg,Boogeyman poster,"<p>Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years ago. Is the Boogeyman real, or did Tim make it up to explain why his father abandoned his family?</p>"
born-innocent,Born Innocent,Genre,Thriller,,,"<p>A constant runaway is given over to the care of the state and finds herself in a remand centre for girls. She is soon caught between the uncaring bureaucracy, the sometimes brutal treatment from her peers and her own abusive family, and only one care worker sees her potential to rise above her tragic circumstances.</p>"
bottle-rocket,Bottle Rocket,Genre,Comedy,,,"<p>Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.</p>"
brooklyn-dvd-rental-drama,Brooklyn,Genre,Drama,https://image.tmdb.org/t/p/w1280/cs7W8j5lI7qzRW6tKSj9p1Q0Ze7.jpg,Brooklyn poster,"<p>In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.</p>"
brothers,Brothers,Genre,Drama,,,"<p>When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.</p>"
buck-rogers-in-the-25th-century-vhs-rental-sci-fi,Buck Rogers in the 25th Century,Genre,Sci-Fi,https://image.tmdb.org/t/p/w1280/up1T1QGSSCfoyuCra0Qnv2yItFt.jpg,Buck Rogers in the 25th Century poster,"<p>Capt. William ""Buck"" Rogers is a jovial space cowboy who is accidentally time-warped from 1987 to 2491. Earth is engaged in interplanetary war following a global holocaust, and Buck's piloting skills make him an ideal starfighter recruit for the Earth Defense Directorate.</p>"
caged-dvd-rental-horror,Caged,Genre,Horror,https://image.tmdb.org/t/p/w1280/yxo4ITKoGX8uY3hgs1VhSEW7aQ3.jpg,Caged poster,"<p>Somewhere in Eastern Europe. Carole is a young nurse with a humanitarian aid group that has reached the end of its mission. But just then, the young woman and her two colleagues are kidnapped by strangers for mysterious reasons. Held captive, cared for and kept alive in an oppressive and sinister setting, the three prisoners soon discover with horror what their kidnappers truly have in store for them.</p>"
carrie,Carrie,Genre,Horror,,,"<p>An awkward, telekinetic teenage girl is the object of relentless bullying at school and an oppressively religious mother at home.</p>"
casino-royal-dvd-rental-action,Casino Royal,Genre,Action,https://image.tmdb.org/t/p/w1280/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,Casino Royal poster,"<p>Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.</p>"
casino-royale-dvd-rental-action,Casino Royale,Genre,Action,https://image.tmdb.org/t/p/w1280/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,Casino Royale poster,"<p>Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.</p>"
celebrity-vhs-rental-comedy,Celebrity,Genre,Comedy,https://image.tmdb.org/t/p/w1280/q4UJHtH14nO8tbMfGtJ3Z3Tw5RW.jpg,Celebrity poster,"<p>The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.</p>"
cement-vhs-rental-thriller,Cement,Genre,Thriller,https://image.tmdb.org/t/p/w1280/tEOWxb4o2EicUue41oUHqNZnKrl.jpg,Cement poster,"<p>Take a walk on the seamy side of town, where you can’t tell the difference between the bad cops and the crooks. Bob Holt, a corrupt detective knee-deep in kickbacks, has an uneasy partnership with a drug-addicted cop and an even shakier alliance with a notorious mob syndicate. When Holt pours the youngest mob brother into a cement freeway structure, it sets in motion a twisted tale of revenge.</p>"
center-stage-dvd-rental-drama,Center Stage,Genre,Drama,https://image.tmdb.org/t/p/w1280/95Et0t08Nv6S8FD593HpXyvcRt8.jpg,Center Stage poster,<p>A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.</p>
center-stage,Center Stage,Genre,Drama,,,<p>A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.</p>
chain-of-command-vhs-rental-action,Chain of Command,Genre,Action,https://image.tmdb.org/t/p/w1280/xUHN0DIWS7fs3bMjg6RktQksK9v.jpg,Chain of Command poster,"<p>After finding his brother murdered after returning from duty, Webster searches for the perpetrators, but discovers a conspiracy that cuts deep inside the U.S. government.</p>"
charlottes-web-dvd-rental-kids-family,Charlotte's Web,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/eLq5bed09bkNVjUfknlbSil2cfR.jpg,Charlotte's Web poster,"<p>Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.</p>"
checking-out-vhs-rental-comedy,Checking Out,Genre,Comedy,https://image.tmdb.org/t/p/w1280/AeEbHPCzGOxEk60bVehikBYqedn.jpg,Checking Out poster,"<p>When his best friend dies of a heart attack, Ray Macklin becomes a man obsessed with his own mortality. Convinced that all his aches and pains are an indication of his imminent death, Ray's life turns into a slapstick farce of health-crazed anxiety and hypochondria.</p>"
checkmate-dvd-rental-thriller,Checkmate,Genre,Thriller,https://image.tmdb.org/t/p/w1280/1P92cW4ae491HqhorztCbhpFTC3.jpg,Checkmate poster,<p>A notorious serial killer is hired to kidnap the daughter of Pittsburgh's Chief of Police when he takes up the charge against human trafficking in his city.</p>
chicago,Chicago,Genre,Musical,,,<p>Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.</p>
chips,CHIPS,Genre,Comedy,,,<p>The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.</p>
clash-of-the-titans-dvd-rental-fantasy,Clash of the Titans,Genre,Fantasy,https://image.tmdb.org/t/p/w1280/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg,Clash of the Titans poster,"<p>Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.</p>"
claudia-vhs-rental-thriller,Claudia,Genre,Thriller,https://image.tmdb.org/t/p/w1280/oiYBhXMnQVgFY6fNJ5WTmGSBFBt.jpg,Claudia poster,<p>An experimental film documentary of a playful little girl exploring nature.</p>
clerks,Clerks,Genre,Comedy,,,"<p>Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.</p>"
code-hunter,Code Hunter,Genre,Sci-Fi,https://image.tmdb.org/t/p/w1280/ikL9SG6Qv6Vni8y7WhuTjjeW6BG.jpg,Code Hunter poster,"<p>America's best player is being pulled in to the ultimate cyber-terror. The game's mastermind has stolen his identity, put him on the FBI's Most Wanted List, and is blackmailing him to take a part in a real twisted plan of world destruction. With just hours left, can the code be broken to save the world from total annihilation?</p>"
code-name-dancer-vhs-rental-action,Code Name: Dancer,Genre,Action,https://image.tmdb.org/t/p/w1280/2yiA1Rw8tVbbDjC921SsKaejHi1.jpg,Code Name: Dancer poster,"<p>Kate Capshaw plays a schoolteacher and suburban housewife who happens to be an ex-spy. Nobody knows of Capshaw's previous espionage activities, least of all her somewhat obtuse husband Cliff De Young. When Capshaw's ex-lover Jeroen Krabbe, an intimate of Castro, lands in a Cuban prison, she is swept back into the spy business, leaving her nonplussed hubby in the dust.</p>"
coming-home-for-christmas-dvd-rental-holiday,Coming Home for Christmas,Genre,Holiday,https://image.tmdb.org/t/p/w1280/zhBbQfiKVkzI622kNF2S925e5DV.jpg,Coming Home for Christmas poster,"<p>Lizzie Richfield is at a crossroads when she lands a job as house manager for the exquisite Ashford Estate in the Virginia countryside. While planning one final Christmas Eve gala for the Marley family, Lizzie finds herself drawn to Robert—even as Kip pursues her.</p>"
confession,Confession,Genre,Drama,,,"<p>In a small Catholic boarding school an unspeakable act has been committed. When High School student, Luther Scott, confesses to Father Michael Kelly, Kelly is bound silent to the particulars of a grisly murder. Now, framed guilty by the desperate teen, Kelly must decide to keep his silence or throw away everything the priesthood holds sacred.</p>"
conspiracy,Conspiracy,Genre,Thriller,,,"<p>At the Wannsee Conference on January 20, 1942, senior Nazi officials meet to determine the manner in which the so-called ""Final Solution to the Jewish Question"" can be best implemented.</p>"
contact-vhs-rental-sci-fi,Contact,Genre,Sci-Fi,https://image.tmdb.org/t/p/w1280/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg,Contact poster,"<p>A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.</p>"
contract-killer-dvd-rental-action,Contract Killer,Genre,Action,https://image.tmdb.org/t/p/w1280/oLOFr2PGrtNmQ9rLshIKr6T41UK.jpg,Contract Killer poster,"<p>Financially troubled, a newbie hitman reluctantly takes the job of finding the plotted killer of a Japanese tycoon.</p>"
cop-and-a-half-vhs-rental-kids-family,Cop and a Half,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/2z2AcI1VyPnRtHrvfpk1YDItdmB.jpg,Cop and a Half poster,"<p>When a pint-sized 8-year-old kid witnesses a murder he offers to help the police, if they make him a cop, too. Saddled with this streetwise sidekick, a hardboiled cop is forced to take his new partner seriously as they race the clock to bring the bad guys to justice.</p>"
count-of-monte-cristo-vhs-rental-drama,Count of Monte Cristo,Genre,Drama,https://image.tmdb.org/t/p/w1280/ifMgDAUXVQLY4DeOu3VTTi55jSP.jpg,Count of Monte Cristo poster,"<p>Young sailor Edmond Dantès is wrongfully imprisoned, escapes, finds treasure, and reinvents himself as the wealthy Count of Monte Cristo to exact revenge on those who betrayed him.</p>"
